"MLocID","StationDes","Lat_DD","Long_DD","AU_ID","MonLocType","Period","OWRD_Basin","data_period_start","data_period_end","IR_category","total_violations","max_violations_3yr","max_3yr_results_in_crit_period","total_spawn_violations","max_spawn_violations_3yr"
"FWNF-075","JackCr_JK5300_WT",43.23478637,-121.6122285,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2013-06-24,2014-07-31,"Cat2",0,0,123,NA,NA
"FWNF-076","JackCr_JK5430_LTWT",43.25839026,-121.614331,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2009-07-24,2015-06-08,"Cat5",152,137,274,NA,NA
"FWNF-077","JK Group 1A_LT",43.23763739,-121.6107394,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2017-07-10,"Cat5",34,34,277,NA,NA
"FWNF-080","JK Group 2A_LT",43.23711761,-121.6111525,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2017-10-02,"Cat2",0,0,184,NA,NA
"FWNF-081","JK Group 2B_LT",43.23675008,-121.6113613,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2014-08-12,"Cat5",34,34,32,NA,NA
"FWNF-083","JK Group 3B_LT",43.23608335,-121.6126111,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2014-09-08,"Cat5",8,8,70,NA,NA
"FWNF-085","JK Group 4A_LT",43.23447026,-121.6119382,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2016-06-23,2017-10-02,"Cat5",42,42,184,NA,NA
"FWNF-087","JK1",43.2250308,-121.5973733,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2014-10-06,"Cat2",0,0,92,NA,NA
"FWNF-088","JK2",43.22710359,-121.6007004,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2014-10-06,"Cat5",2,2,92,NA,NA
"FWNF-089","JK3",43.22752779,-121.5996667,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-12,2014-08-31,"Cat2",0,0,62,NA,NA
"FWNF-090","JK4",43.22752761,-121.599664,"OR_WS_180102010401_05_107026","River/Stream","Year round","Klamath",2014-06-25,2015-10-06,"Cat2",0,0,184,NA,NA
"FWNF-091","KelleyCr_KE5400_LTWT",42.01655421,-120.2586658,"OR_WS_180200010302_05_102694","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2008-10-05,"Cat2",0,0,92,NA,NA
"FWNF-095","LarkinCr_LK4191_WT",42.65117612,-121.8565737,"OR_WS_180102010604_05_107038","River/Stream","Year round","Klamath",2014-06-27,2014-10-05,"Cat5",36,36,77,NA,NA
"FWNF-098","LittleCoffeepotCr_LC5120_WT",42.57214381,-120.6390696,"OR_WS_171200060201_05_106745","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2011-11-02,"Cat5",21,21,172,NA,NA
"FWNF-099","LittleHoneyCr_LHO5960_WT",42.42474968,-120.1691878,"OR_WS_171200070401_05_106779","River/Stream","Year round","Goose & Summer Lakes",2009-06-17,2017-10-04,"Cat2",0,0,165,NA,NA
"FWNF-105","MFDeepCr_MDP6060_WT",42.04951203,-120.1843429,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2012-07-04,2012-10-30,"Cat2",0,0,89,NA,NA
"FWNF-106","MillFlatCr_MI4760_WT",42.43336244,-120.3838637,"OR_WS_171200060404_05_106752","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2008-10-05,"Cat5",13,13,92,NA,NA
"FWNF-107","MorganCr_MO5350_LTWT",42.42586292,-120.6682346,"OR_WS_171200060104_05_106742","River/Stream","Year round","Goose & Summer Lakes",2009-06-24,2017-10-09,"Cat5",337,187,272,NA,NA
"FWNF-108","MosquitoCr_MQ6000_WT",42.03780692,-120.2003257,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2016-06-27,2017-10-04,"Cat2",0,0,165,NA,NA
"FWNF-109","MudCr_MD6460_LTWT",42.28289929,-120.2053794,"OR_WS_171200070301_05_106769","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2010-10-04,"Cat5",251,125,275,NA,NA
"FWNF-110","MuddyCr_MDY6000_WT",42.23939788,-120.579543,"OR_WS_180200010208_05_102690","River/Stream","Year round","Goose & Summer Lakes",2009-06-18,2011-07-31,"Cat2",0,0,123,NA,NA
"FWNF-111","NFDeepCr_NDP6000_LTWT",42.05720175,-120.1861957,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2012-07-04,2017-10-04,"Cat5",8,4,172,NA,NA
"FWNF-112","NFSilverCr_SV5050_LTWT",42.98616908,-121.1586537,"OR_WS_171200050206_05_106661","River/Stream","Year round","Goose & Summer Lakes",2012-06-26,2017-10-01,"Cat2",0,0,277,NA,NA
"FWNF-119","NFTwelvemileCr_TW6620_WT",42.00149701,-120.1201217,"OR_WS_171200070102_05_106764","River/Stream","Year round","Goose & Summer Lakes",2008-06-24,2010-10-12,"Cat2",0,0,270,NA,NA
"FWNF-120","NFWillowCr_NFW5200_LTWT",41.99605173,-120.8048633,"OR_WS_180102040201_05_107168","River/Stream","Year round","Klamath",2008-05-28,2016-06-16,"Cat5",463,187,241,NA,NA
"FWNF-121","NorthCr_NO6680_LTWT",42.60783161,-120.7591341,"OR_WS_171200060103_05_106741","River/Stream","Year round","Goose & Summer Lakes",2016-06-16,2016-10-04,"Cat5",24,24,92,NA,NA
"FWNF-124","PolanderCr_PL5680_LTWT",42.08085566,-120.1587398,"OR_WS_171200070305_05_106773","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2017-10-04,"Cat2",0,0,184,NA,NA
"FWNF-125","PorcupineCr_PP6500_WT",42.29522904,-120.2067228,"OR_WS_171200070301_05_106769","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2008-09-29,"Cat5",14,14,91,NA,NA
"FWNF-126","PorcupineCr_PP6700_LTWT",42.30239826,-120.1894211,"OR_WS_171200070301_05_106769","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2017-10-04,"Cat2",0,0,277,NA,NA
"FWNF-127","QuartzCr_QU5020_LTWT",42.27421541,-120.7557548,"OR_WS_180200010101_05_102678","River/Stream","Year round","Goose & Summer Lakes",2008-05-08,2009-10-04,"Cat5",81,81,184,NA,NA
"FWNF-129","SevenmileCr_SM4420_LTWT",42.72555911,-122.1072237,"OR_WS_180102030104_05_107091","River/Stream","Year round","Klamath",2010-06-13,2017-10-01,"Cat2",0,0,277,NA,NA
"FWNF-130","Sevenmiletrib_SMT4420_LTWT",42.72560027,-122.1072393,"OR_WS_180102030104_05_107091","River/Stream","Year round","Klamath",2011-06-25,2017-10-01,"Cat2",0,0,276,NA,NA
"FWNF-131","SFDeep Cr_SDP6040_WT",42.04672234,-120.1808469,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2012-07-04,2016-07-31,"Cat5",5,4,172,NA,NA
"FWNF-134","ShingleMillCr_SHM5400_WT",42.29532796,-120.4938129,"OR_WS_180200010204_05_102686","River/Stream","Year round","Goose & Summer Lakes",2009-06-16,2012-09-17,"Cat5",17,17,92,NA,NA
"FWNF-135","ShoestringCr_SH5300_LTWT",42.40276575,-120.5938138,"OR_WS_171200060104_05_106742","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2015-07-09,"Cat5",112,68,210,NA,NA
"FWNF-138","SouthCr_SO5220_LTWT",42.40260873,-120.6536157,"OR_WS_171200060104_05_106742","River/Stream","Year round","Goose & Summer Lakes",2008-03-07,2014-08-16,"Cat5",367,154,230,NA,NA
"FWNF-139","SouthCr_SO5340_WT",42.39655658,-120.6682475,"OR_WS_171200060104_05_106742","River/Stream","Year round","Goose & Summer Lakes",2008-06-24,2008-11-06,"Cat5",36,36,92,NA,NA
"FWNF-140","SouthCr_SO5400_WT",42.39024226,-120.6716781,"OR_WS_171200060104_05_106742","River/Stream","Year round","Goose & Summer Lakes",2008-06-24,2008-11-06,"Cat2",0,0,92,NA,NA
"FWNF-144","SpringCr_SPG5600_WT",42.45951209,-120.6963002,"OR_WS_171200060102_05_106740","River/Stream","Year round","Goose & Summer Lakes",2010-07-08,2010-10-11,"Cat2",0,0,85,NA,NA
"FWNF-145","SwampCr_SW5120_LTWT",42.45458148,-120.5838755,"OR_WS_171200060106_05_106744","River/Stream","Year round","Goose & Summer Lakes",2008-04-02,2008-06-15,"Cat3",0,0,0,NA,NA
"FWNF-153","TepeeCr_TP5440_WT",42.46761663,-120.7190341,"OR_WS_171200060101_05_106739","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2013-10-27,"Cat2",0,0,164,NA,NA
"FWNF-154","ThomasCr_TH4894_LTWT",42.27361061,-120.4831108,"OR_WS_180200010205_05_102687","River/Stream","Year round","Goose & Summer Lakes",2008-05-08,2017-10-09,"Cat5",333,125,140,NA,NA
"FWNF-155","ThomasCr_TH5580_LTWT",42.33372089,-120.5889443,"OR_WS_180200010205_05_102687","River/Stream","Year round","Goose & Summer Lakes",2009-06-16,2011-10-31,"Cat5",283,161,276,NA,NA
"FWNF-156","ThomasCr_TH5760_WT",42.3496385,-120.6226181,"OR_WS_180200010205_05_102687","River/Stream","Year round","Goose & Summer Lakes",2014-06-17,2014-10-08,"Cat5",46,46,88,NA,NA
"FWNF-157","ThomasCr_TH5980_LTWT",42.33590029,-120.643511,"OR_WS_180200010205_05_102687","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2013-09-17,"Cat5",66,34,176,NA,NA
"FWNF-158","ThomasCrtrib_UTH5650_WT",42.34735908,-120.5698924,"OR_WS_180200010205_05_102687","River/Stream","Year round","Goose & Summer Lakes",2010-06-14,2015-08-31,"Cat5",24,24,275,NA,NA
"FWNF-159","ThreemileCr_TM4240_LTWT",42.64244744,-122.086156,"OR_WS_180102030301_05_107096","River/Stream","Year round","Klamath",2012-06-27,2012-09-26,"Cat5",40,40,88,NA,NA
"FWNF-160","ThreemileCr_TM4600_LTWT",42.6386189,-122.0971764,"OR_WS_180102030301_05_107096","River/Stream","Year round","Klamath",2008-06-20,2016-07-04,"Cat5",75,66,274,NA,NA
"FWNF-161","ThreemileCr_TM4900_LTWT",42.63555784,-122.1099901,"OR_WS_180102030301_05_107096","River/Stream","Year round","Klamath",2008-06-20,2017-11-13,"Cat5",11,11,259,NA,NA
"FWNF-162","ThreemileCr_TM5210_LTWT",42.63893156,-122.1296862,"OR_WS_180102030301_05_107096","River/Stream","Year round","Klamath",2009-07-01,2017-11-13,"Cat2",0,0,259,NA,NA
"FWNF-163","TomYoungCr_TY5200_WT",42.27299972,-120.5721641,"OR_WS_180200010207_05_102689","River/Stream","Year round","Goose & Summer Lakes",2008-05-08,2008-09-03,"Cat2",0,0,65,NA,NA
"FWNF-165","WFSilverCr_4740_LTWT",43.01617858,-121.1189747,"OR_WS_171200050206_05_106661","River/Stream","Year round","Goose & Summer Lakes",2012-06-26,2017-10-01,"Cat5",106,94,265,NA,NA
"FWNF-166","WFSilverCr_WS5050_LTWT",42.98622129,-121.1570875,"OR_WS_171200050206_05_106661","River/Stream","Year round","Goose & Summer Lakes",2012-06-26,2012-10-09,"Cat2",0,0,92,NA,NA
"FWNF-167","WFSilverCr_WS5580_LTWT",42.95883491,-121.1978867,"OR_WS_171200050206_05_106661","River/Stream","Year round","Goose & Summer Lakes",2008-01-07,2017-10-01,"Cat2",0,0,277,NA,NA
"FWNF-172","WilliamsonRv_WM4560_LTWT",42.89915801,-121.464955,"OR_WS_180102010104_05_107013","River/Stream","Year round","Klamath",2014-06-27,2014-10-05,"Cat5",42,42,92,NA,NA
"FWNF-173","WilliamsonRv_WM4565_LTWT",42.85591341,-121.4638083,"OR_WS_180102010104_05_107013","River/Stream","Year round","Klamath",2014-06-27,2014-10-05,"Cat5",18,18,92,NA,NA
"FWNF-174","WilliamsonRv_WM4566_LTWT",42.8265373,-121.4563147,"OR_WS_180102010103_05_107012","River/Stream","Year round","Klamath",2014-06-27,2014-10-05,"Cat2",0,0,92,NA,NA
"FWNF-175","WillowCr_WL4680_WT",42.44038324,-120.3924315,"OR_WS_171200060404_05_106752","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2008-10-05,"Cat5",68,68,72,NA,NA
"FWNF-176","WillowCr_WL4840_WT",42.42787937,-120.3790183,"OR_WS_171200060404_05_106752","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2008-10-05,"Cat2",0,0,92,NA,NA
"FWNF-177","WillowCr_WLO5580_WT",42.11026072,-120.1631073,"OR_WS_171200070305_05_106773","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2008-10-06,"Cat5",55,55,92,NA,NA
"FWNF-178","WillowCr_WLO6020_LTWT",42.10050035,-120.1940644,"OR_WS_171200070305_05_106773","River/Stream","Year round","Goose & Summer Lakes",2009-06-17,2017-10-04,"Cat5",282,125,256,NA,NA
"FWNF-179","WillowCr_WLO6080_LTWT",42.08896537,-120.2014586,"OR_WS_171200070305_05_106773","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2016-07-10,"Cat5",312,158,275,NA,NA
"FWNF-180","WithamCr_WI6560_LTWT",42.60903906,-120.7400139,"OR_WS_171200060103_05_106741","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2016-10-04,"Cat5",2,2,270,NA,NA
"FWNF-181","WooleyCr_WO5360_WT",42.71040481,-120.7491451,"OR_WS_171200051405_05_106713","River/Stream","Year round","Goose & Summer Lakes",2012-07-10,2012-10-29,"Cat5",37,37,83,NA,NA
"FWNF-182","GrizzlyCr_GZ6180_WT",42.478,-120.642,"OR_WS_180200010207_05_102689","River/Stream","Year round","Goose & Summer Lakes",2012-07-09,2012-10-03,"Cat2",0,0,84,NA,NA
"MHNF-001","0605 Poop Creek Temperature",44.98680421,-121.8387128,"OR_WS_170900110204_02_104526","River/Stream","Year round","Willamette",2015-06-22,2015-09-20,"Cat2",0,0,82,NA,NA
"MHNF-002","060600001_Unnamed_LTWT",45.20863008,-122.2395802,"OR_WS_170900110406_02_104539","River/Stream","Year round","Willamette",2014-07-23,2014-11-02,"Cat2",0,0,70,NA,NA
"MHNF-003","060600002_Oscar_Cr_LTWT",45.15422723,-122.2414642,"OR_WS_170900110404_02_104537","River/Stream","Year round","Willamette",2014-08-06,2014-10-27,"Cat2",0,0,56,NA,NA
"MHNF-004","060600003Unnamed_Cr_LTWT",45.17668929,-122.1711695,"OR_WS_170900110406_02_104539","River/Stream","Year round","Willamette",2014-07-29,2014-11-04,"Cat5",11,11,64,NA,NA
"MHNF-005","060600004_Clear_Creek",45.15743356,-122.2825572,"OR_WS_170900110601_02_104543","River/Stream","Year round","Willamette",2014-07-23,2014-10-27,"Cat2",0,0,70,NA,NA
"MHNF-006","060600005_Clear_Creek",45.13809906,-122.2961825,"OR_WS_170900110601_02_104543","River/Stream","Year round","Willamette",2014-07-23,2014-11-05,"Cat2",0,0,70,NA,NA
"MHNF-007","060600006_Canyon_Creek",45.12879198,-122.3141705,"OR_WS_170900090601_02_104482","River/Stream","Year round","Willamette",2014-07-23,2014-11-05,"Cat2",0,0,70,NA,NA
"MHNF-008","060600007_Helion Creek",45.15130828,-122.1762537,"OR_WS_170900110406_02_104539","River/Stream","Year round","Willamette",2014-07-23,2014-11-04,"Cat2",0,0,70,NA,NA
"MHNF-009","060600008_Unnamed_Cr",45.17496699,-122.1847842,"OR_WS_170900110406_02_104539","River/Stream","Year round","Willamette",2014-07-29,2014-11-04,"Cat2",0,0,64,NA,NA
"MHNF-010","Alder Cr. Water Temp Probe #1",45.3770108,-122.1007549,"OR_WS_170800010401_02_103643","River/Stream","Year round","Sandy",2012-07-03,2012-10-03,"Cat5",5,5,90,NA,NA
"MHNF-010","Alder Cr. Water Temp Probe #1",45.3770108,-122.1007549,"OR_WS_170800010401_02_103643","River/Stream","Spawn","Sandy",2012-08-15,2012-10-03,"Cat5",NA,NA,NA,34,34
"MHNF-012","Bear Cr br2040_LTWT",45.49829612,-121.6313783,"OR_WS_170701050505_02_102000","River/Stream","Year round","Hood",2012-07-26,2012-10-23,"Cat2",0,0,67,NA,NA
"MHNF-013","Berry Cr. R6 Water Temp. Monitor",44.85464401,-121.8963713,"OR_WS_170900110201_02_104523","River/Stream","Year round","Willamette",2011-06-28,2011-10-04,"Cat2",0,0,92,NA,NA
"MHNF-014","Butte Cr. R6 Water Temp Monitor",45.08112895,-122.0085293,"OR_WS_170900110306_02_104533","River/Stream","Year round","Willamette",2011-06-28,2011-10-04,"Cat2",0,0,92,NA,NA
"MHNF-015","Camp Creek Temp. Monitor",45.31118292,-121.8959141,"OR_WS_170800010202_02_103638","River/Stream","Year round","Sandy",2011-06-29,2011-10-03,"Cat2",0,0,92,NA,NA
"MHNF-028","Doe Cr de3195_LTWT",45.43185545,-121.5862889,"OR_WS_170701050502_02_101997","River/Stream","Year round","Hood",2016-05-13,2017-10-02,"Cat2",0,0,144,NA,NA
"MHNF-029","Dog R dg2120_LTWT",45.46505027,-121.5666886,"OR_WS_170701050503_02_101998","River/Stream","Year round","Hood",2016-05-13,2017-10-02,"Cat2",0,0,144,NA,NA
"MHNF-029","Dog R dg2120_LTWT",45.46505027,-121.5666886,"OR_WS_170701050503_02_101998","River/Stream","Spawn","Hood",2016-05-13,2016-05-14,"Cat2",NA,NA,NA,0,0
"MHNF-030","Dry_Creek_R6",45.20920914,-122.1481484,"OR_WS_170900110405_02_104538","River/Stream","Year round","Willamette",2017-05-24,2017-10-23,"Cat2",0,0,92,NA,NA
"MHNF-031","Eagle Cr at Forest Boundary_LTWT",45.29790205,-122.1272263,"OR_WS_170900110501_02_104540","River/Stream","Year round","Willamette",2008-06-26,2014-09-17,"Cat5",33,23,79,NA,NA
"MHNF-032","Eagle Cr at Wilderness Boundary_LTWT",45.29838334,-122.0966748,"OR_WS_170900110501_02_104540","River/Stream","Year round","Willamette",2008-06-26,2017-09-25,"Cat5",24,19,87,NA,NA
"MHNF-033","Eagle Creek HOBO temperature site",45.2987176,-122.111748,"OR_WS_170900110501_02_104540","River/Stream","Year round","Willamette",2015-07-15,2016-08-31,"Cat5",35,35,112,NA,NA
"MHNF-034","East Fork Hood R Upper ek3000_LTWT",45.3982652,-121.5714066,"OR_WS_170701050501_02_101996","River/Stream","Year round","Hood",2010-06-08,2017-10-02,"Cat2",0,0,151,NA,NA
"MHNF-034","East Fork Hood R Upper ek3000_LTWT",45.3982652,-121.5714066,"OR_WS_170701050501_02_101996","River/Stream","Spawn","Hood",2010-10-15,2016-05-14,"Cat2",NA,NA,NA,0,0
"MHNF-035","Eightmile Cr Forest Service Bndry_ee2600_LTWT",45.43341235,-121.3598282,"OR_WS_170701050201_02_101980","River/Stream","Year round","Hood",2009-06-11,2009-10-20,"Cat2",0,0,92,NA,NA
"MHNF-035","Eightmile Cr Forest Service Bndry_ee2600_LTWT",45.43341235,-121.3598282,"OR_WS_170701050201_02_101980","River/Stream","Spawn","Hood",2009-06-11,2009-06-15,"Cat2",NA,NA,NA,0,0
"MHNF-036","Eightmile Creek Bottle Prairie ee4490_LTWT",45.39315343,-121.4991826,"OR_WS_170701050201_02_101980","River/Stream","Year round","Hood",2010-06-03,2010-10-04,"Cat2",0,0,85,NA,NA
"MHNF-037","Eightmile Creek Head ee4490_LTWT",45.40679491,-121.4570958,"OR_WS_170701050201_02_101980","River/Stream","Year round","Hood",2010-06-03,2016-08-29,"Cat2",0,0,254,NA,NA
"MHNF-038","Fifteenmile Creek, Wilderness Bndry fe4600_WT",45.35052972,-121.4704687,"OR_WS_170701050301_02_101984","River/Stream","Year round","Hood",2009-06-11,2017-10-02,"Cat2",0,0,270,NA,NA
"MHNF-040","Fivemile Cr Forest Service Bndry_fe2240_LTWT",45.46615553,-121.3614512,"OR_WS_170701050203_02_101982","River/Stream","Year round","Hood",2009-06-11,2016-08-29,"Cat2",0,0,226,NA,NA
"MHNF-042","Goodfellows outlet WT site",45.42187174,-121.9658349,"OR_WS_170800010505_11_103669","River/Stream","Year round","Sandy",2015-07-27,2017-09-20,"Cat5",128,128,208,NA,NA
"MHNF-043","Gordon Cr_LTWT",45.5189384,-122.1162458,"OR_WS_170800010701_02_103651","River/Stream","Year round","Sandy",2008-06-23,2017-09-26,"Cat2",0,0,266,NA,NA
"MHNF-045","Kelley Cr. R6 Temp Monitor",45.06922229,-121.9645425,"OR_WS_170900110306_02_104533","River/Stream","Year round","Willamette",2011-06-28,2011-10-04,"Cat2",0,0,92,NA,NA
"MHNF-046","Ladd Cr ld2320_WT",45.47211471,-121.7744522,"OR_WS_170701050601_02_102002","River/Stream","Year round","Hood",2012-09-12,2012-10-29,"Cat2",0,0,19,NA,NA
"MHNF-049","Little Sandy at waterfall WT site",45.41711424,-121.968148,"OR_WS_170800010505_11_103669","River/Stream","Year round","Sandy",2015-07-27,2017-10-03,"Cat5",45,45,221,NA,NA
"MHNF-051","Little Sandy R at Rd1228_LTWT",45.4186045,-121.9608305,"OR_WS_170800010505_11_103669","River/Stream","Year round","Sandy",2008-07-17,2017-10-03,"Cat5",28,20,244,NA,NA
"MHNF-052","Little Sandy R Homestead_LTWT",45.40364014,-122.0216954,"OR_WS_170800010505_11_103669","River/Stream","Year round","Sandy",2008-06-10,2015-06-30,"Cat5",21,11,260,NA,NA
"MHNF-055","Lowe_Cr_R6_Water_Temp",44.95794103,-121.9290011,"OR_WS_170900110203_02_104525","River/Stream","Year round","Willamette",2015-06-24,2015-09-29,"Cat2",0,0,91,NA,NA
"MHNF-056","McCubbins Temp Monitor",45.11735734,-121.4975079,"OR_WS_170703061106_05_102537","River/Stream","Year round","Deschutes",2009-07-01,2009-10-01,"Cat5",7,7,92,NA,NA
"MHNF-057","McGee Cr Lower me2310_WT",45.45554888,-121.7802509,"OR_WS_170701050601_02_102002","River/Stream","Year round","Hood",2011-06-29,2016-08-29,"Cat5",14,14,85,NA,NA
"MHNF-058","McGee Cr Upper me3000_LTWT",45.41686656,-121.7678485,"OR_WS_170701050601_02_102002","River/Stream","Year round","Hood",2011-06-29,2011-10-22,"Cat2",0,0,85,NA,NA
"MHNF-059","McGee Cr. R6 Water Temp Monitor",45.45651766,-121.7815339,"OR_WS_170701050601_02_102002","River/Stream","Year round","Hood",2011-06-29,2011-10-03,"Cat5",23,23,92,NA,NA
"MHNF-060","Meadows Cr upper ms4500_WT",45.32234511,-121.6357761,"OR_WS_170701050501_02_101996","River/Stream","Year round","Hood",2016-05-25,2017-10-02,"Cat5",8,8,143,NA,NA
"MHNF-062","Mud Creek WT site",45.26175602,-121.7510573,"OR_WS_170800010302_02_103640","River/Stream","Year round","Sandy",2015-06-19,2017-09-20,"Cat2",0,0,220,NA,NA
"MHNF-065","North Fork Eagle Creek HOBO Temperature",45.30892265,-122.0839985,"OR_WS_170900110502_02_104541","River/Stream","Year round","Willamette",2015-07-15,2017-09-25,"Cat2",0,0,199,NA,NA
"MHNF-066","North Fork Mill Cr ml2900_LTWT",45.49244289,-121.4676771,"OR_WS_170701050403_02_101992","River/Stream","Year round","Hood",2009-06-11,2017-10-02,"Cat2",0,0,276,NA,NA
"MHNF-066","North Fork Mill Cr ml2900_LTWT",45.49244289,-121.4676771,"OR_WS_170701050403_02_101992","River/Stream","Spawn","Hood",2009-10-15,2012-10-31,"Cat2",NA,NA,NA,0,0
"MHNF-073","Pnk Cr. Water Temp Monitor",44.97776703,-122.0959527,"OR_WS_170900110103_02_104518","River/Stream","Year round","Willamette",2010-06-29,2010-09-26,"Cat2",0,0,88,NA,NA
"MHNF-074","Ramona Cr. R6 Water Temp Monitor",45.39190322,-121.8065869,"OR_WS_170800010101_02_103635","River/Stream","Year round","Sandy",2011-06-30,2011-10-03,"Cat2",0,0,92,NA,NA
"MHNF-075","RedHill Cr. R6 Water Temp. Monitor",45.48140124,-121.7707473,"OR_WS_170701050601_02_102002","River/Stream","Year round","Hood",2011-06-29,2011-10-03,"Cat5",10,10,92,NA,NA
"MHNF-079","SalmonRatLinneyCr_LTWT",45.2208631,-121.8588931,"OR_WS_170800010302_02_103640","River/Stream","Year round","Sandy",2008-07-15,2017-09-20,"Cat2",0,0,254,NA,NA
"MHNF-081","SF Gate Water Temperature Monitor",45.19573449,-121.4125082,"OR_WS_170703060904_05_102524","River/Stream","Year round","Deschutes",2014-07-22,2014-10-15,"Cat5",4,4,71,NA,NA
"MHNF-082","South Fork Mill Cr ml2500_WT",45.47557463,-121.4520589,"OR_WS_170701050403_02_101992","River/Stream","Year round","Hood",2009-06-11,2016-08-24,"Cat2",0,0,275,NA,NA
